key,feature_group,dev,fid,tx,feature_names,feature_refs,candidate_source,source_read_count,source_write_count,source_change_count,seed_last_status,seed_last_raw_present,seed_last_raw_int,seed_last_error,raw_sample,float_sample
instrument_1007_842006552_7,INSTRUMENT,1007,842006552,7,CHARGING_CHARGE_POWER_DD;Charging.CHARGING_CHARGE_POWER_DD,CHARGING_CHARGE_POWER_DD;Charging.CHARGING_CHARGE_POWER_DD,live_reflection_device_map,279,1,0,0,1,1135850291,,,
instrument_1007_842006564_5,INSTRUMENT,1007,842006564,5,CHARGING_CHARGE_NOTICE_DD;Charging.CHARGING_CHARGE_NOTICE_DD,CHARGING_CHARGE_NOTICE_DD;Charging.CHARGING_CHARGE_NOTICE_DD,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_842006568_5,INSTRUMENT,1007,842006568,5,CHARGING_CHARGE_REST_HOUR_DD;Charging.CHARGING_CHARGE_REST_HOUR_DD,CHARGING_CHARGE_REST_HOUR_DD;Charging.CHARGING_CHARGE_REST_HOUR_DD,live_reflection_device_map,279,1,0,0,1,255,,,
instrument_1007_842006576_5,INSTRUMENT,1007,842006576,5,CHARGING_CHARGE_REST_MINUTE_DD;Charging.CHARGING_CHARGE_REST_MINUTE_DD,CHARGING_CHARGE_REST_MINUTE_DD;Charging.CHARGING_CHARGE_REST_MINUTE_DD,live_reflection_device_map,279,1,0,0,1,255,,,
instrument_1007_842006584_5,INSTRUMENT,1007,842006584,5,CHARGING_CHARGE_REST_TIME_DD;Charging.CHARGING_CHARGE_REST_TIME_DD,CHARGING_CHARGE_REST_TIME_DD;Charging.CHARGING_CHARGE_REST_TIME_DD,live_reflection_device_map,279,1,0,0,1,3,,,
instrument_1007_842006586_5,INSTRUMENT,1007,842006586,5,CHARGING_CHARGE_SCHEDULE_DISPLAY_DD;Charging.CHARGING_CHARGE_SCHEDULE_DISPLAY_DD,CHARGING_CHARGE_SCHEDULE_DISPLAY_DD;Charging.CHARGING_CHARGE_SCHEDULE_DISPLAY_DD,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_861929507_5,INSTRUMENT,1007,861929507,5,Instrument.INSTRUMENT_SUPER_FAST_CHARGING_POWER,Instrument.INSTRUMENT_SUPER_FAST_CHARGING_POWER,live_reflection_device_map,279,1,0,0,1,1997,,,
instrument_1007_861929522_5,INSTRUMENT,1007,861929522,5,Instrument.INSTRUMENT_P_GEAR_LOCK_FAILURE_INDICATOR,Instrument.INSTRUMENT_P_GEAR_LOCK_FAILURE_INDICATOR,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_861929525_5,INSTRUMENT,1007,861929525,5,Instrument.INSTRUMENT_P_GEAR_LOCK_FAILURE_INDICATOR_COLOR,Instrument.INSTRUMENT_P_GEAR_LOCK_FAILURE_INDICATOR_COLOR,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_884998155_5,INSTRUMENT,1007,884998155,5,Instrument.INSTRUMENT_ARHUD_NAVIGATION_MAP_RESOLUTION_STATUS,Instrument.INSTRUMENT_ARHUD_NAVIGATION_MAP_RESOLUTION_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_891301928_5,INSTRUMENT,1007,891301928,5,Instrument.INSTRUMENT_PSPK_CONFIGURATION,Instrument.INSTRUMENT_PSPK_CONFIGURATION,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_951058469_5,INSTRUMENT,1007,951058469,5,Instrument.INSTRUMENT_HUD_DEVELOPER_MODE_FEEDBACK,Instrument.INSTRUMENT_HUD_DEVELOPER_MODE_FEEDBACK,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_951058474_5,INSTRUMENT,1007,951058474,5,Instrument.INSTRUMENT_DYNAMIC_NAVI_FUNCTION,Instrument.INSTRUMENT_DYNAMIC_NAVI_FUNCTION,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_951058475_5,INSTRUMENT,1007,951058475,5,Instrument.INSTRUMENT_HUD_DRIVING_AMBIENT_CONFIG,Instrument.INSTRUMENT_HUD_DRIVING_AMBIENT_CONFIG,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_951058476_5,INSTRUMENT,1007,951058476,5,Instrument.INSTRUMENT_DRIVING_AMBIENT,Instrument.INSTRUMENT_DRIVING_AMBIENT,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_951058478_5,INSTRUMENT,1007,951058478,5,Instrument.INSTRUMENT_HUD_NAVIGATION_MAP_STATUS,Instrument.INSTRUMENT_HUD_NAVIGATION_MAP_STATUS,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_951058480_5,INSTRUMENT,1007,951058480,5,Instrument.INSTRUMENT_HUD_NAVIGATION_MAP_CONFIG,Instrument.INSTRUMENT_HUD_NAVIGATION_MAP_CONFIG,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_951058493_5,INSTRUMENT,1007,951058493,5,Instrument.INSTRUMENT_OBSTACLE_WARNING_FUNCTION_CONFIG,Instrument.INSTRUMENT_OBSTACLE_WARNING_FUNCTION_CONFIG,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_951058496_5,INSTRUMENT,1007,951058496,5,Instrument.INSTRUMENT_OBSTACLE_WARNING_FUNCTION_SWITCH_FEEDBAEK,Instrument.INSTRUMENT_OBSTACLE_WARNING_FUNCTION_SWITCH_FEEDBAEK,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_970981412_5,INSTRUMENT,1007,970981412,5,INSTRUMENT_MUSIC_SOURCE;Instrument.INSTRUMENT_MUSIC_SOURCE,INSTRUMENT_MUSIC_SOURCE;Instrument.INSTRUMENT_MUSIC_SOURCE,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_980418568_5,INSTRUMENT,1007,980418568,5,INSTRUMENT_DIRECT_TYRE_PRES_DISPLAY_STATE;Instrument.INSTRUMENT_DIRECT_TYRE_PRES_DISPLAY_STATE,INSTRUMENT_DIRECT_TYRE_PRES_DISPLAY_STATE;Instrument.INSTRUMENT_DIRECT_TYRE_PRES_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_980418574_5,INSTRUMENT,1007,980418574,5,INSTRUMENT_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_FUEL_CONSUMPTION_DISPLAY_STATE,INSTRUMENT_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_FUEL_CONSUMPTION_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418576_5,INSTRUMENT,1007,980418576,5,INSTRUMENT_AVERAGE_ENERY_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_AVERAGE_ENERY_CONSUMPTION_DISPLAY_STATE,INSTRUMENT_AVERAGE_ENERY_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_AVERAGE_ENERY_CONSUMPTION_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418578_5,INSTRUMENT,1007,980418578,5,INSTRUMENT_AVERAGE_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_AVERAGE_FUEL_CONSUMPTION_DISPLAY_STATE,INSTRUMENT_AVERAGE_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_AVERAGE_FUEL_CONSUMPTION_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418580_5,INSTRUMENT,1007,980418580,5,Instrument.INSTRUMENT_AVERAGE_ELECTRICTY_CONSUMPTION_DISPLSY_STATE,Instrument.INSTRUMENT_AVERAGE_ELECTRICTY_CONSUMPTION_DISPLSY_STATE,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_980418582_5,INSTRUMENT,1007,980418582,5,INSTRUMENT_50KM_ENERY_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_50KM_ENERY_CONSUMPTION_DISPLAY_STATE,INSTRUMENT_50KM_ENERY_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_50KM_ENERY_CONSUMPTION_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418584_5,INSTRUMENT,1007,980418584,5,INSTRUMENT_50KM_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_50KM_FUEL_CONSUMPTION_DISPLAY_STATE,INSTRUMENT_50KM_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_50KM_FUEL_CONSUMPTION_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418586_5,INSTRUMENT,1007,980418586,5,Instrument.INSTRUMENT_50KM_ELECTRICITY_CONSUMPTION_DISPLAY_STATE,Instrument.INSTRUMENT_50KM_ELECTRICITY_CONSUMPTION_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_980418588_5,INSTRUMENT,1007,980418588,5,INSTRUMENT_INSTANT_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_INSTANT_FUEL_CONSUMPTION_DISPLAY_STATE,INSTRUMENT_INSTANT_FUEL_CONSUMPTION_DISPLAY_STATE;Instrument.INSTRUMENT_INSTANT_FUEL_CONSUMPTION_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418590_5,INSTRUMENT,1007,980418590,5,Instrument.INSTRUMENT_EXTERNAL_CHARGING_CAPACITY_DISPLAY_STATE,Instrument.INSTRUMENT_EXTERNAL_CHARGING_CAPACITY_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418592_5,INSTRUMENT,1007,980418592,5,Instrument.INSTRUMENT_ENGERY_FLOW_CHART_DISPLAY_STATE,Instrument.INSTRUMENT_ENGERY_FLOW_CHART_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_980418594_5,INSTRUMENT,1007,980418594,5,Instrument.INSTRUMENT_FUEL_DRIVING_RANGE_DISPLAY_STATE,Instrument.INSTRUMENT_FUEL_DRIVING_RANGE_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_980418596_5,INSTRUMENT,1007,980418596,5,Instrument.INSTRUMENT_AVERAGE_SPEED_DISPLAY_STATE,Instrument.INSTRUMENT_AVERAGE_SPEED_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_980418598_5,INSTRUMENT,1007,980418598,5,Instrument.INSTRUMENT_TRAVEL_TIME_DISPLAY_STATE,Instrument.INSTRUMENT_TRAVEL_TIME_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_980418600_5,INSTRUMENT,1007,980418600,5,INSTRUMENT_AIR_HEATING_DISPLAY_STATE;Instrument.INSTRUMENT_AIR_HEATING_DISPLAY_STATE,INSTRUMENT_AIR_HEATING_DISPLAY_STATE;Instrument.INSTRUMENT_AIR_HEATING_DISPLAY_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1003487592_7,INSTRUMENT,1007,1003487592,7,Instrument.INSTRUMENT_ADJUST_BRIGHTNESS_AWNING_ADJUST_GEAR,Instrument.INSTRUMENT_ADJUST_BRIGHTNESS_AWNING_ADJUST_GEAR,live_reflection_device_map,279,1,0,0,1,1199570688,,,
instrument_1007_1003487600_5,INSTRUMENT,1007,1003487600,5,Instrument.INSTRUMENT_HUD_BRIGHTNESS_GEAR_CONFIG,Instrument.INSTRUMENT_HUD_BRIGHTNESS_GEAR_CONFIG,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_1003487624_5,INSTRUMENT,1007,1003487624,5,Instrument.INSTRUMENT_HUD_ADJUST_GEAR,Instrument.INSTRUMENT_HUD_ADJUST_GEAR,live_reflection_device_map,279,1,0,0,1,65535,,,
instrument_1007_1011875860_5,INSTRUMENT,1007,1011875860,5,INSTRUMENT_10MIN_NONKEY_START;Instrument.INSTRUMENT_10MIN_NONKEY_START,INSTRUMENT_10MIN_NONKEY_START;Instrument.INSTRUMENT_10MIN_NONKEY_START,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_1011875868_5,INSTRUMENT,1007,1011875868,5,Instrument.INSTRUMENT_FRONT_FOG_LAMPS_CONFIGURATION,Instrument.INSTRUMENT_FRONT_FOG_LAMPS_CONFIGURATION,live_reflection_device_map,279,1,0,0,1,2,,,
instrument_1007_1011875872_5,INSTRUMENT,1007,1011875872,5,Instrument.INSTRUMENT_REAR_FOG_LAMPS_SWITCH_STATE,Instrument.INSTRUMENT_REAR_FOG_LAMPS_SWITCH_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1011875874_5,INSTRUMENT,1007,1011875874,5,Instrument.INSTRUMENT_ALL_WEATHER_LIGHT_SWITCH_FEEDBACK,Instrument.INSTRUMENT_ALL_WEATHER_LIGHT_SWITCH_FEEDBACK,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1011875876_5,INSTRUMENT,1007,1011875876,5,Instrument.INSTRUMENT_FRONT_FOG_LAMPS_SWITCH_STATE,Instrument.INSTRUMENT_FRONT_FOG_LAMPS_SWITCH_STATE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851472_5,INSTRUMENT,1007,1032851472,5,INSTRUMENT_DD_FAULT_NOTICE_LEAVE_CAR;Instrument.INSTRUMENT_DD_FAULT_NOTICE_LEAVE_CAR,INSTRUMENT_DD_FAULT_NOTICE_LEAVE_CAR;Instrument.INSTRUMENT_DD_FAULT_NOTICE_LEAVE_CAR,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851473_5,INSTRUMENT,1007,1032851473,5,INSTRUMENT_DD_FAULT_REMOTE_DRIVING_SUSPENDED;Instrument.INSTRUMENT_DD_FAULT_REMOTE_DRIVING_SUSPENDED,INSTRUMENT_DD_FAULT_REMOTE_DRIVING_SUSPENDED;Instrument.INSTRUMENT_DD_FAULT_REMOTE_DRIVING_SUSPENDED,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851474_5,INSTRUMENT,1007,1032851474,5,INSTRUMENT_DD_FAULT_CHECK_BRAKING_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_BRAKING_SYSTEM,INSTRUMENT_DD_FAULT_CHECK_BRAKING_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_BRAKING_SYSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851475_5,INSTRUMENT,1007,1032851475,5,INSTRUMENT_DD_FAULT_LOW_BRAKE_FLUID_LEVEL;Instrument.INSTRUMENT_DD_FAULT_LOW_BRAKE_FLUID_LEVEL,INSTRUMENT_DD_FAULT_LOW_BRAKE_FLUID_LEVEL;Instrument.INSTRUMENT_DD_FAULT_LOW_BRAKE_FLUID_LEVEL,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851476_5,INSTRUMENT,1007,1032851476,5,INSTRUMENT_DD_FAULT_NOTICE_STEERING_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_STEERING_SYSTEM,INSTRUMENT_DD_FAULT_NOTICE_STEERING_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_STEERING_SYSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851477_5,INSTRUMENT,1007,1032851477,5,INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH_SAFE_PARK;Instrument.INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH_SAFE_PARK,INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH_SAFE_PARK;Instrument.INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH_SAFE_PARK,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851478_5,INSTRUMENT,1007,1032851478,5,INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH;Instrument.INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH,INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH;Instrument.INSTRUMENT_DD_FAULT_ENGINE_COOLANT_TEMP_HIGH,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851479_5,INSTRUMENT,1007,1032851479,5,INSTRUMENT_DD_FAULT_INSUFFICIENT_OIL_PRESSURE;Instrument.INSTRUMENT_DD_FAULT_INSUFFICIENT_OIL_PRESSURE,INSTRUMENT_DD_FAULT_INSUFFICIENT_OIL_PRESSURE;Instrument.INSTRUMENT_DD_FAULT_INSUFFICIENT_OIL_PRESSURE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851480_5,INSTRUMENT,1007,1032851480,5,INSTRUMENT_DD_FAULT_CHECK_POWERTRAIN;Instrument.INSTRUMENT_DD_FAULT_CHECK_POWERTRAIN,INSTRUMENT_DD_FAULT_CHECK_POWERTRAIN;Instrument.INSTRUMENT_DD_FAULT_CHECK_POWERTRAIN,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851481_5,INSTRUMENT,1007,1032851481,5,INSTRUMENT_DD_FAULT_LOW_VOLTAGE_POWER_SUPPLY_SYSTEM_FAILURE;Instrument.INSTRUMENT_DD_FAULT_LOW_VOLTAGE_POWER_SUPPLY_SYSTEM_FAILURE,INSTRUMENT_DD_FAULT_LOW_VOLTAGE_POWER_SUPPLY_SYSTEM_FAILURE;Instrument.INSTRUMENT_DD_FAULT_LOW_VOLTAGE_POWER_SUPPLY_SYSTEM_FAILURE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851482_5,INSTRUMENT,1007,1032851482,5,INSTRUMENT_DD_FAULT_IRON_BATTERY_FAILURE;Instrument.INSTRUMENT_DD_FAULT_IRON_BATTERY_FAILURE,INSTRUMENT_DD_FAULT_IRON_BATTERY_FAILURE;Instrument.INSTRUMENT_DD_FAULT_IRON_BATTERY_FAILURE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851483_5,INSTRUMENT,1007,1032851483,5,INSTRUMENT_DD_FAULT_CHECK_CAR_NETWORK;Instrument.INSTRUMENT_DD_FAULT_CHECK_CAR_NETWORK,INSTRUMENT_DD_FAULT_CHECK_CAR_NETWORK;Instrument.INSTRUMENT_DD_FAULT_CHECK_CAR_NETWORK,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851484_5,INSTRUMENT,1007,1032851484,5,INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM,INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851485_5,INSTRUMENT,1007,1032851485,5,INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM_SEC;Instrument.INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM_SEC,INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM_SEC;Instrument.INSTRUMENT_DD_FAULT_CHECK_TRANSMISSION_SYSTEM_SEC,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851486_5,INSTRUMENT,1007,1032851486,5,INSTRUMENT_DD_FAULT_LOW_BATTERY_LIMITED_POWER;Instrument.INSTRUMENT_DD_FAULT_LOW_BATTERY_LIMITED_POWER,INSTRUMENT_DD_FAULT_LOW_BATTERY_LIMITED_POWER;Instrument.INSTRUMENT_DD_FAULT_LOW_BATTERY_LIMITED_POWER,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851487_5,INSTRUMENT,1007,1032851487,5,INSTRUMENT_DD_FAULT_EV_FUNC_LIMITED;Instrument.INSTRUMENT_DD_FAULT_EV_FUNC_LIMITED,INSTRUMENT_DD_FAULT_EV_FUNC_LIMITED;Instrument.INSTRUMENT_DD_FAULT_EV_FUNC_LIMITED,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851488_5,INSTRUMENT,1007,1032851488,5,INSTRUMENT_DD_FAULT_EXIT_SMART_DRIVING_MODE_MANUAL_TAKEOVER;Instrument.INSTRUMENT_DD_FAULT_EXIT_SMART_DRIVING_MODE_MANUAL_TAKEOVER,INSTRUMENT_DD_FAULT_EXIT_SMART_DRIVING_MODE_MANUAL_TAKEOVER;Instrument.INSTRUMENT_DD_FAULT_EXIT_SMART_DRIVING_MODE_MANUAL_TAKEOVER,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851489_5,INSTRUMENT,1007,1032851489,5,INSTRUMENT_DD_FAULT_SMART_DRIVING_FAILURE_MANUAL_TAKEOVER;Instrument.INSTRUMENT_DD_FAULT_SMART_DRIVING_FAILURE_MANUAL_TAKEOVER,INSTRUMENT_DD_FAULT_SMART_DRIVING_FAILURE_MANUAL_TAKEOVER;Instrument.INSTRUMENT_DD_FAULT_SMART_DRIVING_FAILURE_MANUAL_TAKEOVER,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851490_5,INSTRUMENT,1007,1032851490,5,INSTRUMENT_DD_FAULT_NOTICE_EPB;Instrument.INSTRUMENT_DD_FAULT_NOTICE_EPB,INSTRUMENT_DD_FAULT_NOTICE_EPB;Instrument.INSTRUMENT_DD_FAULT_NOTICE_EPB,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851491_5,INSTRUMENT,1007,1032851491,5,INSTRUMENT_DD_FAULT_NOTICE_PARK_WEAK;Instrument.INSTRUMENT_DD_FAULT_NOTICE_PARK_WEAK,INSTRUMENT_DD_FAULT_NOTICE_PARK_WEAK;Instrument.INSTRUMENT_DD_FAULT_NOTICE_PARK_WEAK,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851492_5,INSTRUMENT,1007,1032851492,5,INSTRUMENT_DD_FAULT_CHECK_IRON_BATTERY_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_IRON_BATTERY_SYSTEM,INSTRUMENT_DD_FAULT_CHECK_IRON_BATTERY_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_IRON_BATTERY_SYSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851493_5,INSTRUMENT,1007,1032851493,5,INSTRUMENT_DD_FAULT_NOTICE_LV_SUPPLY;Instrument.INSTRUMENT_DD_FAULT_NOTICE_LV_SUPPLY,INSTRUMENT_DD_FAULT_NOTICE_LV_SUPPLY;Instrument.INSTRUMENT_DD_FAULT_NOTICE_LV_SUPPLY,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851494_5,INSTRUMENT,1007,1032851494,5,INSTRUMENT_DD_FAULT_CHECK_ENGINE_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_ENGINE_SYSTEM,INSTRUMENT_DD_FAULT_CHECK_ENGINE_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_ENGINE_SYSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851495_5,INSTRUMENT,1007,1032851495,5,INSTRUMENT_DD_FAULT_ENGINE_ASSESSORY_FUNC_LIMITED;Instrument.INSTRUMENT_DD_FAULT_ENGINE_ASSESSORY_FUNC_LIMITED,INSTRUMENT_DD_FAULT_ENGINE_ASSESSORY_FUNC_LIMITED;Instrument.INSTRUMENT_DD_FAULT_ENGINE_ASSESSORY_FUNC_LIMITED,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851496_5,INSTRUMENT,1007,1032851496,5,INSTRUMENT_DD_FAULT_TRANSMISSION_FUNC_LIMITED;Instrument.INSTRUMENT_DD_FAULT_TRANSMISSION_FUNC_LIMITED,INSTRUMENT_DD_FAULT_TRANSMISSION_FUNC_LIMITED;Instrument.INSTRUMENT_DD_FAULT_TRANSMISSION_FUNC_LIMITED,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851497_5,INSTRUMENT,1007,1032851497,5,INSTRUMENT_DD_FAULT_HIGH_CLUTCH_TEMPERATURE;Instrument.INSTRUMENT_DD_FAULT_HIGH_CLUTCH_TEMPERATURE,INSTRUMENT_DD_FAULT_HIGH_CLUTCH_TEMPERATURE;Instrument.INSTRUMENT_DD_FAULT_HIGH_CLUTCH_TEMPERATURE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851498_5,INSTRUMENT,1007,1032851498,5,INSTRUMENT_DD_FAULT_HIGH_TRANSMISSION_OIL_TEMPERATURE;Instrument.INSTRUMENT_DD_FAULT_HIGH_TRANSMISSION_OIL_TEMPERATURE,INSTRUMENT_DD_FAULT_HIGH_TRANSMISSION_OIL_TEMPERATURE;Instrument.INSTRUMENT_DD_FAULT_HIGH_TRANSMISSION_OIL_TEMPERATURE,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851499_5,INSTRUMENT,1007,1032851499,5,INSTRUMENT_DD_FAULT_CHECK_SRS_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_SRS_SYSTEM,INSTRUMENT_DD_FAULT_CHECK_SRS_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_CHECK_SRS_SYSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851500_5,INSTRUMENT,1007,1032851500,5,INSTRUMENT_DD_FAULT_NOTICE_LF_LIGHT_STSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_LF_LIGHT_STSTEM,INSTRUMENT_DD_FAULT_NOTICE_LF_LIGHT_STSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_LF_LIGHT_STSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851501_5,INSTRUMENT,1007,1032851501,5,INSTRUMENT_DD_FAULT_NOTICE_POWER_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_POWER_SYSTEM,INSTRUMENT_DD_FAULT_NOTICE_POWER_SYSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_POWER_SYSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851502_5,INSTRUMENT,1007,1032851502,5,INSTRUMENT_DD_FAULT_NOTICE_FRONT_LIGHT_STSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_FRONT_LIGHT_STSTEM,INSTRUMENT_DD_FAULT_NOTICE_FRONT_LIGHT_STSTEM;Instrument.INSTRUMENT_DD_FAULT_NOTICE_FRONT_LIGHT_STSTEM,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851503_5,INSTRUMENT,1007,1032851503,5,INSTRUMENT_DD_FAULT_ENGINE_START_FAILED;Instrument.INSTRUMENT_DD_FAULT_ENGINE_START_FAILED,INSTRUMENT_DD_FAULT_ENGINE_START_FAILED;Instrument.INSTRUMENT_DD_FAULT_ENGINE_START_FAILED,live_reflection_device_map,279,1,0,0,1,0,,,
instrument_1007_1032851504_5,INSTRUMENT,1007,1032851504,5,INSTRUMENT_DD_FAULT_LOW_COOLANT_LEVEL;Instrument.INSTRUMENT_DD_FAULT_LOW_COOLANT_LEVEL,INSTRUMENT_DD_FAULT_LOW_COOLANT_LEVEL;Instrument.INSTRUMENT_DD_FAULT_LOW_COOLANT_LEVEL,live_reflection_device_map,279,1,0,0,1,0,,,
